id,content,timestamp,conversation_id,sender_profile_id
521,haia,2024-11-15 08:02:15.014371,21,5
522,ok,2024-11-15 08:02:21.368082,21,58
523,na kr,2024-11-15 08:02:54.435022,21,5
524,q,2024-11-15 08:02:59.385823,21,58
525,hi,2024-11-15 08:17:40.417602,21,58
526,yes,2024-11-15 08:17:51.731379,21,5
527,kia kr rhe ho,2024-11-15 08:17:58.991769,21,58
528,kuch ni,2024-11-15 08:18:07.441383,21,5
529,mtlb,2024-11-15 08:18:16.865255,21,58
530,or kia,2024-11-15 08:18:25.654882,21,5
531,acha phir,2024-11-15 08:19:20.573059,21,58
532,hey,2024-11-15 08:22:28.778794,21,58
533,kia,2024-11-15 08:22:38.368682,21,58
534,ok connection closed,2024-11-15 08:22:55.223529,21,58
535,kia keh rhy hon,2024-11-15 08:23:59.815267,21,5
536,kuch ni,2024-11-15 08:24:08.754310,21,58
537,hi,2024-11-15 09:41:01.816440,21,58
538,g,2024-11-15 09:41:27.329594,21,58
539,heeee,2024-11-15 13:03:50.363833,21,58
540,yyyyyyy,2024-11-15 13:04:11.785846,21,5
541,bbbbb,2024-11-15 13:16:20.426216,21,58
542,Hello there!,2024-11-15 16:10:20.639690,52,205
543,This is cool,2024-11-15 16:10:28.707756,52,307
544,Hello,2024-11-15 16:29:54.479441,52,205
545,hi,2024-11-15 16:30:16.097409,52,205
546,hola,2024-11-15 16:30:22.176935,52,205
547,you gone?,2024-11-15 16:30:32.964808,52,307
548,Hello,2024-11-15 21:56:57.073444,52,205
549,checking,2024-11-17 16:32:37.229032,21,5
550,seee,2024-11-17 16:33:23.489459,21,5
551,testig,2024-11-17 16:34:20.741683,21,5
552,khan g,2024-11-17 16:52:09.546914,21,58
553,hi,2024-11-17 16:52:25.629803,21,58
554,yes,2024-11-17 16:52:30.550803,21,5
555,kia ha,2024-11-17 16:53:20.420564,21,58
556,ok,2024-11-17 16:53:31.869422,21,58
557,hello,2024-11-17 17:08:54.484917,21,58
558,acha ji,2024-11-17 22:39:25.176819,21,58
559,ramy khan,2024-11-17 22:39:57.022285,21,58
560,khan,2024-11-17 23:16:53.893515,21,58
561,now check,2024-11-17 23:17:10.789947,21,58
562,hello,2024-11-18 10:30:37.636829,22,58
563,hi,2024-11-18 10:30:56.356907,28,58
564,is messaging working fine,2024-11-18 10:32:12.378681,48,307
565,Hey,2024-11-18 13:31:15.830396,28,58
566,HEYY,2024-11-18 13:36:06.508192,28,58
567,TEST,2024-11-18 13:37:24.202103,28,58
568,TEST,2024-11-18 13:38:40.039531,28,58
569,hi,2024-11-18 13:41:14.161920,15,258
570,hello,2024-11-18 13:41:22.320576,15,258
571,Hello Thomas,2024-11-18 13:44:20.190699,15,258
572,hey ,2024-11-18 13:44:49.078753,49,303
573,hi sam,2024-11-18 13:45:45.601952,15,303
574,Hi  sam how are yoi?,2024-11-18 13:46:41.426961,15,303
575,fine,2024-11-18 13:47:27.414125,15,258
576,HO,2024-11-18 13:54:14.845608,28,58
577,ok good,2024-11-18 13:58:26.554797,15,303
578,emmmmmmmmmmmmmmm,2024-11-18 14:01:53.532900,15,303
579,Hi,2024-11-18 14:09:26.308518,28,58
580,Hi,2024-11-18 14:11:26.277317,28,58
581,Kk,2024-11-18 14:11:30.061582,28,58
582,I,2024-11-18 14:16:51.065793,28,58
583,Jjj,2024-11-18 14:17:29.540938,28,58
584,Kk ,2024-11-18 14:18:20.925681,28,58
585,Y,2024-11-18 14:18:45.903733,28,58
586,I,2024-11-18 14:19:10.475061,28,58
587,Ii,2024-11-18 14:23:17.228116,28,58
588,Uu,2024-11-18 14:24:16.213865,28,58
589,H,2024-11-18 14:36:17.484573,28,58
590,Hk ,2024-11-18 14:36:53.664782,28,58
591,Jj ,2024-11-18 14:37:39.399551,28,58
592,hey ,2024-11-18 14:38:31.204980,28,58
593,Hi ,2024-11-18 14:39:13.586633,28,58
594,Hi Thomas?,2024-11-18 19:56:15.605106,15,258
595,Hello selam,2024-11-18 19:56:30.744211,15,303
596,Hi,2024-11-19 11:47:43.054956,21,5
597,Hmm,2024-11-19 15:06:50.844044,21,5
598,Test,2024-11-19 15:38:18.060139,21,5
599,Okayy,2024-11-19 15:41:17.583781,21,5
600,Tegsg,2024-11-19 15:45:00.082931,21,5
601,Today,2024-11-19 15:45:10.266095,21,5
602,Hii,2024-11-19 15:46:16.200379,21,58
603,Jjj,2024-11-19 16:08:28.345539,21,58
604,Pop,2024-11-19 16:14:31.415155,21,58
605,Damn,2024-11-19 16:16:42.663349,21,58
606,Hiiii,2024-11-19 16:18:14.110250,21,58
607,Hmmmmm,2024-11-19 16:21:20.704155,21,58
608,J,2024-11-19 16:23:19.775382,21,58
609,Woo,2024-11-19 16:27:30.167375,21,58
610,Yyy,2024-11-19 16:27:56.258131,21,58
611,Ttt,2024-11-19 16:28:25.933131,21,58
612,Hujuh,2024-11-19 16:28:29.608867,21,58
613,Huu,2024-11-19 16:30:58.910060,21,5
614,Boil,2024-11-19 16:36:17.959057,21,58
615,What,2024-11-19 16:37:20.134711,21,58
616,hellp,2024-11-20 15:11:28.504333,21,58
617,ok,2024-11-20 15:11:50.354003,21,58
618,zee,2024-11-20 15:12:00.415663,21,58
619,go,2024-11-20 15:12:33.520410,21,58
620,hi deems,2024-11-20 17:18:50.309246,21,5
621,hello dmytro,2024-11-20 17:20:42.190599,21,58
622,oooooo,2024-11-20 17:22:59.530458,21,5
623,hello here,2024-11-21 12:02:14.266797,21,58
624,hye,2024-11-21 12:02:25.965400,21,5
625,chek,2024-11-21 14:01:54.947798,21,5
626,cccc,2024-11-21 14:03:48.255967,21,5
627,ccx,2024-11-22 00:52:10.519812,21,58
628,ok,2024-11-22 00:52:22.225671,21,5
629,kia,2024-11-22 00:52:28.745637,21,58
630,kuch ni,2024-11-22 00:52:37.833104,21,5
631,office jana hai,2024-11-22 00:53:03.558436,21,58
632,jana hia,2024-11-22 00:53:32.644223,21,5
633,ok,2024-11-22 00:53:42.574927,21,58
634,yes no,2024-11-22 01:02:04.755368,21,58
635,d,2024-11-22 01:03:20.131328,21,58
636,hi demoooo,2024-11-22 01:05:34.975912,21,58
637,yeah,2024-11-22 01:05:57.708824,21,58
638,kia,2024-11-22 01:06:25.755152,21,58
639,hi,2024-11-22 01:06:46.354152,21,58
640,Hello,2024-11-22 06:06:22.946638,50,103
641,Hello Fake,2024-11-22 06:06:39.148598,54,103
642,hi khan,2024-11-22 06:13:36.887534,21,58
643,hi tuba,2024-11-22 06:17:29.928361,21,58
644,hi zeeeee,2024-11-22 06:17:59.479013,21,58
645,ok now check,2024-11-22 06:19:41.284290,21,58
646,hello,2024-11-22 06:20:00.790320,21,58
647,yes,2024-11-22 06:20:13.632824,21,5
648,Hello Sara,2024-11-22 06:20:33.475386,33,103
649,hi zeeeee,2024-11-22 06:21:04.437266,21,58
650,hllllloo,2024-11-22 07:06:11.026771,21,58
651,hello,2024-11-22 07:06:31.542846,21,5
652,mmmm,2024-11-22 07:09:12.103204,21,5
653,hhhh,2024-11-22 07:09:25.867518,21,58
654,test,2024-11-22 07:10:19.937085,21,5
655,hi,2024-11-22 07:12:45.542545,21,5
656,ssss,2024-11-22 07:49:14.522161,21,5
657,hi,2024-11-22 12:42:38.609994,7,58
658,hi,2024-11-22 12:42:38.675421,7,58
659,hi,2024-11-22 12:42:38.946794,7,58
660,selam,2024-11-22 12:42:47.231811,7,58
661,hye,2024-11-22 14:33:13.178603,21,5
662,hy,2024-11-22 14:33:27.074687,21,58
663,testing,2024-11-22 14:33:44.340344,21,5
664,ok,2024-11-22 14:34:05.738157,21,58
665,now??,2024-11-22 14:36:35.341719,21,5
666,jjjjj,2024-11-23 09:06:11.610075,21,58
667,gggg,2024-11-23 09:06:52.884499,21,5
668,ttttttt,2024-11-23 09:07:32.415514,21,58
669,hellooooo,2024-11-23 10:30:58.975405,21,5
670,checking,2024-11-23 10:34:46.422905,21,5
671,hello,2024-11-23 15:20:49.012754,21,58
672,kia,2024-11-23 15:20:52.694958,26,5
673,kuch ni,2024-11-23 15:21:03.037622,21,58
674,q,2024-11-23 15:21:07.935063,26,5
675,g,2024-11-23 15:25:52.434867,21,58
676,kia,2024-11-23 15:25:57.755620,26,5
677,han,2024-11-23 15:27:22.651757,21,58
678,kia,2024-11-23 15:27:26.791259,26,5
679,kuch ni,2024-11-23 15:27:39.295407,26,5
680,ok go,2024-11-23 15:27:46.281733,21,58
681,yes,2024-11-23 15:27:51.001179,26,5
682,go,2024-11-23 15:29:25.631018,21,58
683,where,2024-11-23 15:29:30.125142,26,5
684,leves,2024-11-23 15:29:45.289556,21,58
685,han,2024-11-23 15:29:50.083221,26,5
686,ok go,2024-11-23 15:31:25.425937,21,58
687,no,2024-11-23 15:31:29.956594,26,5
688,ye,2024-11-23 15:32:15.860666,21,5
689,haha,2024-11-23 15:32:22.555017,21,58
690,kia,2024-11-23 15:32:28.097604,21,5
691,hello,2024-11-23 15:34:42.476900,21,58
692,no,2024-11-23 15:34:56.125854,21,5
693,han,2024-11-23 15:35:00.685983,21,58
694,hi khan,2024-11-23 15:35:06.639519,21,5
695,kia,2024-11-23 15:35:10.619233,21,58
696,hello khan,2024-11-23 15:45:53.388146,21,5
697,kia,2024-11-23 15:46:02.245377,21,58
698,kuch ni,2024-11-23 15:46:06.531358,21,5
699,ok,2024-11-23 15:46:10.551214,21,58
700,hello,2024-11-23 15:46:56.547377,21,5
701,han,2024-11-23 15:47:14.692347,21,5
702,yes,2024-11-23 15:51:29.569495,21,5
703,hello,2024-11-23 15:51:54.756892,21,5
704,g,2024-11-23 15:52:16.565532,21,5
705,sunday,2024-11-24 11:51:33.220181,21,58
706,monday,2024-11-24 11:51:38.521963,21,5
707,hello,2024-11-24 11:51:43.523666,21,58
708,ooo,2024-11-24 11:51:47.785529,21,5
709,oo,2024-11-24 11:51:50.754905,21,5
710,yyy,2024-11-24 11:51:55.002692,21,58
711,yy,2024-11-24 11:51:58.022849,21,58
712,hello,2024-11-24 11:53:21.422286,21,5
713,yellow,2024-11-24 11:53:47.007479,21,58
714,hei,2024-11-24 11:54:17.019626,21,58
715,hello,2024-11-24 11:54:30.108992,21,58
716,g,2024-11-24 11:54:37.482532,21,5
717,heoo,2024-11-24 11:56:24.390237,21,58
718,g,2024-11-24 12:29:24.835020,21,58
719,ey,2024-11-24 12:29:44.087450,21,58
720,veg,2024-11-24 12:32:26.160153,21,58
721,hello,2024-11-24 12:32:43.502220,21,58
722,kia,2024-11-24 12:32:59.071164,21,58
723,he,2024-11-24 12:35:21.199208,21,5
724,hi,2024-11-24 12:38:06.684658,21,5
725,hello,2024-11-24 15:25:18.495705,21,58
726,hello,2024-11-24 15:25:25.344447,21,58
727,kiA,2024-11-24 15:25:34.620983,21,5
728,ok go,2024-11-24 15:25:48.491660,21,5
729,q,2024-11-24 15:25:51.682751,21,58
730,asi hi,2024-11-24 15:25:58.181384,21,5
731,helllo,2024-11-24 15:26:43.147531,21,58
732,hey,2024-11-24 15:26:49.032513,21,58
733,gia,2024-11-24 15:30:04.042319,21,58
734,huhu,2024-11-24 15:30:16.838508,21,58
735,hello,2024-11-24 15:31:01.389854,21,58
736,d,2024-11-24 15:43:20.286182,21,58
737,d chock,2024-11-24 15:43:54.869840,21,58
738,d,2024-11-24 15:44:13.483406,21,58
739,hahah,2024-11-24 15:44:45.091182,21,58
740,go,2024-11-24 15:45:07.600648,21,58
741,where,2024-11-24 15:45:24.720410,21,58
742,here,2024-11-24 16:38:13.823399,21,58
743,hi,2024-11-24 16:38:27.147680,21,5
744,heeeeeee,2024-11-24 16:46:27.294513,21,5
745,Hi,2024-11-25 14:53:11.779809,21,5
746,Deems,2024-11-25 14:53:18.461766,21,5
747,WElcome,2024-11-26 15:13:30.387571,37,56
