id,language,user_agent,browser_language,created_at,device_type,ip,city,country,latitude,longitude,region,operating_system,raw_request_body,referrer,color_depth,height,width,time_zone,profile_id
9319,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-11-25 08:06:48.209,Desktop,39.52.178.215,Sialkot,PK,32.4927,74.5313,Punjab,Windows,,http://localhost:3000/en/dashboard/company,24,768,1366,Asia/Karachi,902
9330,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-11-25 13:14:40.890,Desktop,175.107.215.10,Karachi,PK,24.8608,67.0104,Sindh,Windows,,http://localhost:3000/en/session-expired,24,768,1366,Asia/Karachi,3702
9358,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-11-25 15:05:35.670,Desktop,175.107.215.10,Karachi,PK,24.8608,67.0104,Sindh,Windows,,http://localhost:3000/en/session-expired,24,768,1366,Asia/Karachi,3853
9620,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-11-26 15:51:44.699,Desktop,154.57.218.7,Karachi,PK,24.8608,67.0104,Sindh,Windows,,https://temp-mail.org/,24,1080,1920,Asia/Karachi,4053
10115,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-01 10:52:12.812,Desktop,202.47.51.112,Karachi,PK,24.8608,67.0104,Sindh,Windows,,,24,900,1600,Asia/Karachi,4305
10246,en-US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-03 12:14:30.141,Desktop,196.191.61.60,Addis Ababa,ET,9.025,38.7469,Addis Ababa,UNIX,,http://localhost:3000/en/dashboard/factura/view-factura?type=sender&facturaId=703,24,864,1536,Africa/Addis_Ababa,202
10412,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-05 06:26:25.339,Desktop,96.32.119.18,Newtown,US,41.414,-73.3034,Connecticut,Windows,,,24,960,1707,America/New_York,4452
10568,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-06 05:19:30.843,Desktop,197.156.71.66,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,768,1366,Africa/Nairobi,4505
10688,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-06 08:27:49.145,Desktop,72.255.42.121,Gujranwala,PK,32.1557,74.187,Punjab,MacOS,,http://localhost:3000/en/session-expired,24,900,1440,Asia/Karachi,205
10696,en-US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-06 08:42:21.258,Desktop,102.213.69.253,Fichē,ET,9.8,38.7333,Oromiya,UNIX,,,24,768,1366,Africa/Addis_Ababa,4552
10768,en-GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-GB,2024-12-06 11:36:12.167,Desktop,197.156.71.66,Addis Ababa,ET,9.025,38.7469,Addis Ababa,MacOS,,,24,960,1536,Africa/Addis_Ababa,4553
10779,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-06 14:16:12.469,Desktop,197.156.71.65,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Nairobi,4252
10802,en,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",en,2024-12-06 19:15:50.924,Mobile,102.89.69.17,Ibadan,NG,7.3776,3.9059,Oyo State,Linux,,,24,1008,450,Africa/Lagos,4602
10804,en-US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",en-US,2024-12-07 00:53:12.040,Desktop,102.218.51.191,Addis Ababa,ET,9.025,38.7469,Addis Ababa,UNIX,,,24,768,1366,Africa/Addis_Ababa,4603
10805,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 01:03:00.414,Mobile,197.156.71.65,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Europe/Istanbul,4503
10821,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 04:28:40.760,Desktop,196.190.52.199,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Nairobi,4555
10834,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 08:33:11.696,Desktop,197.156.71.66,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Nairobi,4609
10841,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 08:38:34.026,Desktop,196.190.62.145,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,720,1280,Africa/Nairobi,3552
10897,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 12:22:16.099,Desktop,102.218.51.39,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,720,1280,Africa/Nairobi,4615
10902,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-07 14:08:23.647,Desktop,196.190.60.161,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Addis_Ababa,4616
10956,en-US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",en-US,2024-12-08 11:25:19.927,Desktop,196.189.240.73,Nazrēt,ET,8.55,39.2667,Oromiya,UNIX,,,24,1080,1920,Africa/Addis_Ababa,4619
10976,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-08 14:12:44.570,Desktop,104.28.224.95,Kyiv,UA,50.4547,30.5238,Kyiv City,Windows,,,24,720,1280,Europe/Kiev,53
11071,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-09 05:32:42.263,Desktop,196.189.144.120,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,http://localhost:3000/en/session-expired,24,864,1536,Africa/Nairobi,4652
11138,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-10 07:17:43.031,Desktop,102.213.69.153,Addis Ababa,ET,9.025,38.7469,Addis Ababa,MacOS,,,30,956,1470,Africa/Addis_Ababa,4607
11167,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-10 11:45:05.187,Desktop,102.213.69.25,Mek'ele,ET,13.4967,39.4753,Tigray,Windows,,https://dev.pamifactura.com/es/session-expired,24,864,1536,Etc/GMT+8,4614
11170,en-GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-GB,2024-12-10 12:56:21.559,Desktop,72.255.42.121,Gujranwala,PK,32.1557,74.187,Punjab,Windows,,https://dev.pamifactura.com/es/session-expired,24,768,1366,Asia/Karachi,1353
11391,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-11 10:02:01.021,Desktop,96.32.119.18,Newtown,US,41.414,-73.3034,Connecticut,Windows,,https://dev.pamifactura.com/en/dashboard/send-ticket,24,960,1707,America/New_York,1702
11428,en,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",en,2024-12-11 11:53:16.577,Desktop,196.191.61.103,Addis Ababa,ET,9.025,38.7469,Addis Ababa,MacOS,,,24,800,1280,Africa/Addis_Ababa,4608
11431,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-11 12:07:18.908,Desktop,202.47.36.62,Karachi,PK,24.8608,67.0104,Sindh,Windows,,http://localhost:3000/es/dashboard/home,24,864,1536,Asia/Karachi,4803
11459,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",en-US,2024-12-12 05:38:30.983,Desktop,196.189.152.86,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Nairobi,4611
11616,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",en-US,2024-12-13 11:00:04.736,Desktop,139.135.43.134,Lahore,PK,31.558,74.3507,Punjab,MacOS,,http://localhost:3000/en/dashboard/accountant-clients,24,1280,2048,Asia/Karachi,402
11873,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-16 08:12:13.236,Desktop,196.190.62.86,Addis Ababa,ET,9.025,38.7469,Addis Ababa,Windows,,,24,864,1536,Africa/Nairobi,255
11884,en-US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-16 08:39:39.721,Desktop,102.218.51.115,Addis Ababa,ET,9.025,38.7469,Addis Ababa,UNIX,,http://localhost:3000/es/session-expired,24,864,1536,Africa/Addis_Ababa,4504
11930,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-16 14:17:11.411,Desktop,185.177.126.133,Naaldwijk,NL,51.9942,4.2097,South Holland,Windows,,,24,720,1280,Africa/Nairobi,5002
11971,es-ES,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",es-ES,2024-12-17 08:52:07.532,Desktop,181.234.214.35,Bogotá,CO,4.6097,-74.0817,Bogota D.C.,Windows,,https://dev.pamifactura.com/es/session-expired,24,768,1366,America/Bogota,1302
12047,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-18 01:25:38.222,Desktop,202.47.36.62,Karachi,PK,24.8608,67.0104,Sindh,Windows,,,24,1080,1920,Asia/Karachi,5059
12051,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-18 01:26:57.239,Desktop,202.47.36.62,Karachi,PK,24.8608,67.0104,Sindh,Windows,,,24,1080,1920,Asia/Karachi,1102
12052,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",en-US,2024-12-18 01:30:10.929,Desktop,202.47.36.62,Karachi,PK,24.8608,67.0104,Sindh,Windows,,,24,1080,1920,Asia/Karachi,5105
