id,code,name,distrito_id
1054,2,Apolo,85
1055,3,Dalia,85
1056,4,Estancia,85
1057,5,Fletcher,85
1058,6,Franjo,85
1059,7,Jardines de Tibás,85
1060,8,Jardines La Trinidad,85
1061,9,Monterreal,85
1062,10,Palmeras,85
1063,11,Santa Mónica,85
1064,12,Talamanca,85
1065,13,Vergel,85
1066,1,LEÓN XIII CENTRO,86
1067,2,Doña Fabiola,86
1068,3,Garabito,86
1069,1,COLIMA centro,87
1070,2,Anselmo Alvarado,87
1071,3,Balsa,87
1072,4,Cuatro Reinas,87
1073,5,Orquídeas,87
1074,6,Rey,87
1075,7,San Agustín,87
1076,1,SAN VICENTE centro,88
1077,2,Alondra,88
1078,3,Americano,88
1079,4,Américas,88
1080,5,Bajo Isla,88
1081,6,Bajo Varelas,88
1082,7,Barro de Olla,88
1083,8,Caragua,88
1084,9,Carmen,88
1085,10,Colegios,88
1086,11,Colegios Norte,88
1087,12,Chaves,88
1088,13,El Alto (parte),88
1089,14,Flor,88
1090,15,Florencia,88
1091,16,Guaria,88
1092,17,Guaria Oriental,88
1093,18,Isla,88
1094,19,Jardines de Moravia,88
1095,20,La Casa,88
1096,21,Ladrillera,88
1097,22,Robles,88
1098,23,Romeral,88
1099,24,Sagrado Corazón,88
1100,25,San Blas,88
1101,26,San Jorge,88
1102,27,San Martín,88
1103,28,San Rafael,88
1104,29,Santa Clara (parte),88
1105,30,Santo Tomás,88
1106,31,Saprissa,88
1107,1,SAN JERÓNIMO centro,89
1108,2,Alto Palma (parte),89
1109,3,Platanares,89
1110,4,Tornillal,89
1111,5,Torre,89
1112,1,LA TRINIDAD centro (Guayabal),90
1113,2,Altos de Trinidad,90
1114,3,Cipreses,90
1115,4,Colonia,90
1116,5,Moral,90
1117,6,Níspero,90
1118,7,Rosal,90
1119,8,Ruano,90
1120,9,Sitios,90
1121,10,Tanques,90
1122,11,Virilla,90
1123,1,SAN PEDRO centro,91
1124,2,Alhambra,91
1125,3,Azáleas,91
1126,4,Carmiol,91
1127,5,Cedral,91
1128,6,Dent (parte),91
1129,7,Francisco Peralta (parte),91
1130,8,Fuentes,91
1131,9,Granja,91
1132,10,Kezia,91
1133,11,Lourdes,91
1134,12,Monterrey,91
1135,13,Nadori,91
1136,14,Oriente,91
1137,15,Pinto,91
1138,16,Prados del Este,91
1139,17,Roosevelt,91
1140,18,San Gerardo (parte),91
1141,19,Santa Marta,91
1142,20,Saprissa,91
1143,21,Vargas Araya,91
1144,22,Yoses,91
1145,1,SABANILLA centro,92
1146,2,Arboleda,92
1147,3,Bloquera,92
1148,4,Cedros,92
1149,5,El Cristo (parte),92
1150,6,Españolita,92
1151,7,Luciana,92
1152,8,Marsella,92
1153,9,Maravilla,92
1154,10,Rodeo,92
1155,11,Rosales,92
1156,12,San Marino,92
1157,1,BETANIA,93
1158,2,Alma Máter,93
1159,3,Damiana,93
1160,4,Dent (parte),93
1161,5,Guaymí,93
1162,6,Paso Hondo,93
1163,7,Paulina,93
1164,1,SAN RAFAEL centro,94
1165,2,Alameda,94
1166,3,Andrómeda,94
1167,4,Begonia,94
1168,5,Cuesta Grande (parte),94
1169,6,El Cristo (parte),94
1170,7,Estéfana (parte),94
1171,8,Europa,94
1172,9,Liburgia,94
1173,10,Mansiones (parte),94
1174,11,Maruz,94
1175,12,Salitrillos,94
1176,1,SAN PABLO centro,95
1177,2,Alto Poró,95
1178,3,Bolsón,95
1179,4,Purires,95
1180,1,SAN PEDRO centro,96
1181,2,Alto Limón,96
1182,3,Florecilla,96
1183,4,Limón,96
1184,5,Palmar,96
1185,6,Pita Villa Colina,96
1186,1,SAN JUAN DE MATA centro (Llano Bonito),97
1187,2,Bajo Laguna,97
1188,3,El Barro,97
1189,4,Molenillo,97
1190,5,Paso Agres,97
1191,6,Surtubal,97
1192,7,Tronco Negro,97
1193,1,SAN LUIS centro,98
1194,2,Pital,98
1195,3,Potenciana Arriba,98
1196,4,Quebrada Azul,98
1197,5,San Francisco,98
1198,6,San Rafael,98
1199,1,BIJAGUAL,99
1200,2,Alto Espavel,99
1201,3,Angostura (parte),99
1202,4,Bijagualito,99
1203,5,Bola,99
1204,6,Carara,99
1205,7,Cima,99
1206,8,Delicias,99
1207,9,El Sur,99
1208,10,Esperanza,99
1209,11,Fila Negra,99
1210,12,Galán,99
1211,13,La Trampa,99
1212,14,Lajas,99
1213,15,Mata de Platano,99
1214,16,Montelimar,99
1215,17,Pacayal,99
1216,18,Pavona,99
1217,19,Quina,99
1218,20,Río Negro,99
1219,21,Río Seco,99
1220,22,San Francisco,99
1221,23,San Gabriel,99
1222,24,San Isidro,99
1223,25,San Jerónimo,99
1224,26,Tulín,99
1225,1,SANTA MARÍA centro,100
1226,2,Bandera,100
1227,3,Higueronal,100
1228,4,Llano,100
1229,5,Nubes,100
1230,6,San Rafael,100
1231,7,Botella,100
1232,8,Cedral,100
1233,9,Guaria,100
1234,10,Naranjo,100
1235,11,Quebrada Grande (parte),100
1236,12,Reyes,100
1237,13,San Joaquín,100
1238,14,San Lucas,100
1239,15,Sukia,100
1240,16,Vapor,100
1241,1,JARDÍN centro,101
1242,2,Cabeceras de Tarrazú,101
1243,3,Chonta (parte),101
1244,4,Quebradillas,101
1245,1,COPEY centro,102
1246,2,Bernardo Ureña,102
1247,3,Alto Cañazo,102
1248,4,Alto indio,102
1249,5,Alto Miramar,102
1250,6,Cañón (parte),102
1251,7,Cima,102
1252,8,Cruce Chinchilla,102
1253,9,Florida,102
1254,10,Garrafa,102
1255,11,Jaboncillo,102
1256,12,Madreselva,102
1257,13,Ojo de Agua (parte),102
1258,14,Paso Macho (parte),102
1259,15,Pedregoso,102
1260,16,Providencia,102
1261,17,Quebrada Grande (parte),102
1262,18,Quebrador,102
1263,19,Río Blanco,102
1264,20,Salsipuedes (parte),102
1265,21,San Carlos,102
1266,22,San Gerardo,102
1267,23,Trinidad,102
1268,24,Vueltas,102
1269,1,CURRIDABAT centro,103
1270,2,Ahogados (parte),103
1271,3,Aromático,103
1272,4,Cipreses,103
1273,5,Chapultepec,103
1274,6,Dorados,103
1275,7,Guayabos,103
1276,8,Hacienda Vieja,103
1277,9,Hogar,103
1278,10,José María Zeledón,103
1279,11,Laguna,103
1280,12,La Lía,103
1281,13,Mallorca,103
1282,14,María Auxiliadora,103
1283,15,Miramontes,103
1284,16,Nopalera,103
1285,17,Plaza del Sol,103
1286,18,Prado,103
1287,19,San José,103
1288,20,Santa Cecilia,103
1289,21,Tacaco,103
1290,1,GRANADILLA centro,104
1291,2,Biarquiria,104
1292,3,Eucalipto,104
1293,4,Freses,104
1294,5,Granadilla Norte,104
1295,6,Granadilla Sur,104
1296,7,Montaña Rusa (parte),104
1297,1,SÁNCHEZ centro,105
1298,2,Araucauria (parte),105
1299,3,Lomas de Ayarco,105
1300,4,Pinares,105
1301,1,TIRRASES centro,106
1302,2,Colina,106
1303,3,Lomas de San Pancracio,106
1304,4,Ponderosa,106
1305,5,Quince de Agosto,106
1306,1,SAN ISIDRO DE EL GENERAL centro,107
1307,2,Aeropuerto,107
1308,3,Alto Alonso,107
1309,4,Boruca,107
1310,5,Boston,107
1311,6,Cementerio,107
1312,7,Cooperativa,107
1313,8,Cristo Rey,107
1314,9,Doce de Marzo,107
1315,10,Dorotea,107
1316,11,Durán Picado,107
1317,12,España,107
1318,13,Estadio,107
1319,14,Evans Gordon Wilson,107
1320,15,González,107
1321,16,Hospital,107
1322,17,Hoyón,107
1323,18,I Griega,107
1324,19,Las Américas,107
1325,20,Lomas de Cocorí,107
1326,21,Luis Monge,107
1327,22,Morazán,107
1328,23,Pavones,107
1329,24,Pedregoso,107
1330,25,Pocito,107
1331,26,Prado,107
1332,27,Romero,107
1333,28,Sagrada Familia,107
1334,29,San Andrés,107
1335,30,San Luis,107
1336,31,San Rafael Sur,107
1337,32,San Vicente,107
1338,33,Santa Cecilia,107
1339,34,Sinaí,107
1340,35,Tierra Prometida,107
1341,36,Tormenta,107
1342,37,Unesco,107
1343,38,Valverde,107
1344,39,Alto Ceibo,107
1345,40,Alto Huacas,107
1346,41,Alto Sajaral,107
1347,42,Alto San Juan,107
1348,43,Alto Tumbas,107
1349,44,Angostura,107
1350,45,Bajo Ceibo,107
1351,46,Bajo Esperanzas,107
1352,47,Bajo Mora,107
1353,48,Bijaguales,107
1354,49,Bocana,107
1355,50,Bonita,107
1356,51,Ceibo,107
1357,52,Ceniza,107
1358,53,Dorado,107
1359,54,Esperanzas,107
1360,55,Guadalupe,107
1361,56,Guaria,107
1362,57,Higuerones,107
1363,58,Jilguero,107
1364,59,Jilguero Sur,107
1365,60,Los Guayabos,107
1366,61,María Auxiliadora,107
1367,62,Miravalles,107
1368,63,Morete,107
1369,64,Ojo de Agua,107
1370,65,Ocho de Diciembre,107
1371,66,Pacuarito,107
1372,67,Palma,107
1373,68,Paso Beita,107
1374,69,Paso Lagarto,107
1375,70,Quebrada Honda (parte),107
1376,71,Quebrada Vueltas,107
1377,72,Quebradas,107
1378,73,Roble,107
1379,74,Rosario,107
1380,75,San Agustín,107
1381,76,San Jorge,107
1382,77,San Juan de Miramar,107
1383,78,San Lorenzo,107
1384,79,San Rafael Norte,107
1385,80,Santa Fé,107
1386,81,Santa Marta,107
1387,82,Suiza (parte),107
1388,83,Tajo,107
1389,84,Toledo,107
1390,85,Tronconales,107
1391,86,Tuis,107
1392,87,Villanueva,107
1393,1,GENERAL VIEJO,108
1394,2,Arepa,108
1395,3,Carmen,108
1396,4,Chanchos,108
1397,5,Hermosa,108
1398,6,Linda,108
1399,7,Linda Arriba,108
1400,8,Miraflores,108
1401,9,Paraíso de la Tierra,108
1402,10,Peñas Blancas,108
1403,11,Quizarrá (parte),108
1404,12,San Blas,108
1405,13,San Luis,108
1406,14,Santa Cruz,108
1407,15,Santa Elena,108
1408,16,Trinidad,108
1409,1,PALMARES,109
1410,2,Alto Brisas,109
1411,3,Ángeles,109
1412,4,Aurora,109
1413,5,Chiles,109
1414,6,Crematorio,109
1415,7,Daniel Flores,109
1416,8,Laboratorio,109
1417,9,Los Pinos,109
1418,10,Loma Verde,109
1419,11,Lourdes,109
1420,12,Rosas,109
1421,13,Rosa Iris,109
1422,14,San Francisco,109
1423,15,Santa Margarita,109
1424,16,Trocha,109
1425,17,Villa Ligia,109
1426,18,Aguas Buenas (parte),109
1427,19,Bajos de Pacuar,109
1428,20,Concepción (parte),109
1429,21,Corazón de Jesús,109
1430,22,Juntas de Pacuar,109
1431,23,Paso Bote,109
1432,24,Patio de Agua,109
1433,25,Peje,109
1434,26,Percal,109
1435,27,Pinar del Río,109
1436,28,Quebrada Honda (parte),109
1437,29,Repunta,109
1438,30,Reyes,109
1439,31,Ribera,109
1440,32,Suiza (parte),109
1441,1,RIVAS centro,110
1442,2,Linda Vista,110
1443,3,Lourdes,110
1444,4,Alaska,110
1445,5,Altamira,110
1446,6,Alto Jaular,110
1447,7,Ángeles,110
1448,8,Boquete,110
1449,9,Buenavista,110
1450,10,Canaán,110
1451,11,Chimirol,110
1452,12,Chispa,110
1453,13,Chuma,110
1454,14,División (parte),110
1455,15,Guadalupe,110
1456,16,Herradura,110
1457,17,La Bambú,110
1458,18,Los Monges,110
1459,19,Monterrey,110
1460,20,Palmital,110
1461,21,Piedra Alta,110
1462,22,Playa Quesada,110
1463,23,Playas,110
1464,24,Pueblo Nuevo,110
1465,25,Río Blanco,110
1466,26,San Antonio,110
1467,27,San Gerardo,110
1468,28,San José,110
1469,29,San Juan Norte,110
1470,30,Siberia (parte),110
1471,31,Tirrá,110
1472,32,Zapotal,110
1473,1,SAN PEDRO centro,111
1474,2,Cruz Roja,111
1475,3,Arenilla (Junta),111
1476,4,Alto Calderón,111
1477,5,Cedral (parte),111
1478,6,Fátima,111
1479,7,Fortuna,111
1480,8,Guaria,111
1481,9,Laguna,111
1482,10,Rinconada Vega,111
1483,11,San Jerónimo,111
1484,12,San Juan,111
1485,13,San Juancito,111
1486,14,San Rafael,111
1487,15,Santa Ana,111
1488,16,Santo Domingo,111
1489,17,Tambor,111
1490,18,Unión,111
1491,19,Zapotal,111
1492,1,SAN RAFAEL ,112
1493,2,Aguas Buenas (parte),112
1494,3,Bajo Bonitas,112
1495,4,Bajo Espinoza,112
1496,5,Bolivia,112
1497,6,Bonitas,112
1498,7,Buenos Aires,112
1499,8,Concepción (parte),112
1500,9,Cristo Rey,112
1501,10,La Sierra,112
1502,11,Lourdes,112
1503,12,Mastatal,112
1504,13,Mollejoncito,112
1505,14,Mollejones,112
1506,15,Naranjos,112
1507,16,San Pablito,112
1508,17,San Pablo,112
1509,18,Socorro,112
1510,19,Surtubal (parte),112
1511,20,Villa Argentina,112
1512,21,Villa Flor,112
1513,22,Vista de Mar,112
1514,1,PEJIBAYE centro,113
1515,2,Achiotal,113
1516,3,Aguila,113
1517,4,Alto Trinidad (Puñal),113
1518,5,Bajo Caliente,113
1519,6,Bajo Minas,113
1520,7,Barrionuevo,113
1521,8,Bellavista,113
1522,9,Calientillo,113
1523,10,Delicias,113
1524,11,Desamparados,113
1525,12,El Progreso,113
1526,13,Gibre,113
1527,14,Guadalupe,113
1528,15,Las Cruces,113
1529,16,Mesas,113
1530,17,Minas,113
1531,18,Paraiso,113
1532,19,San Antonio,113
1533,20,San Marcos,113
1534,21,San Martín,113
1535,22,San Miguel,113
1536,23,Santa Fe,113
1537,24,Surtubal (parte),113
1538,25,Trinidad,113
1539,26,Veracruz,113
1540,27,Zapote,113
1541,1,CAJÓN centro,114
1542,2,Cedral (parte),114
1543,3,El Quemado,114
1544,4,Gloria,114
1545,5,Las Brisas,114
1546,6,Las Vegas,114
1547,7,Mercedes,114
1548,8,Montecarlo,114
1549,9,Navajuelar,114
1550,10,Nubes,114
1551,11,Paraíso,114
1552,12,Pilar,114
1553,13,Pueblo Nuevo,114
1554,14,Quizarrá (parte),114
1555,15,Salitrales,114
1556,16,San Francisco,114
1557,17,San Ignacio,114
1558,18,San Pedrito,114
1559,19,Santa María,114
1560,20,Santa Teresa,114
1561,1,PLATANILLO,115
1562,2,Alfombra,115
1563,3,Alto Perla,115
1564,4,Bajos,115
1565,5,Bajos de Zapotal,115
1566,6,Barú,115
1567,7,Barucito,115
1568,8,Cacao,115
1569,9,Camarones,115
1570,10,Cañablanca,115
1571,11,Ceiba,115
1572,12,Chontales,115
1573,13,Farallas,115
1574,14,Florida,115
1575,15,San Juan de Dios (Guabo),115
1576,16,Líbano,115
1577,17,Magnolia,115
1578,18,Pozos,115
1579,19,Reina,115
1580,20,San Marcos,115
1581,21,San Salvador,115
1582,22,Santa Juana,115
1583,23,Santo Cristo,115
1584,24,Tinamaste (San Cristobal),115
1585,25,Torito,115
1586,26,Tres Piedras (parte),115
1587,27,Tumbas,115
1588,28,Villabonita Vista Mar,115
1589,1,SANTA ROSA  ,116
1590,2,Alto Mena,116
1591,3,Brujo,116
1592,4,Calle Los Mora,116
1593,5,Chiricano,116
1594,6,Gloria,116
1595,7,Loma Guacal,116
1596,8,Llano,116
1597,9,Paraíso,116
1598,10,Providencia (Parte),116
1599,11,Purruja,116
1600,12,Río Nuevo,116
1601,13,San Antonio,116
1602,14,Santa Marta,116
1603,15,Savegre Abajo,116
1604,16,Viento Fresco,116
1605,1,SAN RAFAEL SUR,117
1606,2,Alto Macho Mora,117
1607,3,Ángeles,117
1608,4,Berlín,117
1609,5,Chanchera,117
1610,6,División (parte),117
1611,7,Fortuna,117
1612,8,Hortensia,117
1613,9,La Ese,117
1614,10,La Piedra,117
1615,11,Lira,117
1616,12,Matasanos,117
1617,13,Palma,117
1618,14,Pedregosito,117
1619,15,Providencia (Parte),117
1620,16,San Ramón Norte,117
1621,17,Santa Eduvigis,117
1622,18,Santo Tomás,117
1623,19,Siberia (parte),117
1624,20,Valencia,117
1625,1,SAN ANTONIO,118
1626,2,Corralillo,118
1627,3,China Kichá,118
1628,4,Montezuma,118
1629,5,Oratorio,118
1630,6,San Carlos,118
1631,7,San Gabriel,118
1632,8,San Roque  ,118
1633,9,Santa Cecilia,118
1634,10,Santa Luisa,118
1635,1,SAN PABLO centro,119
1636,2,Estadio,119
1637,3,La Clara,119
1638,4,La Virgen,119
1639,5,Los Ángeles,119
1640,6,Sagrada Familia,119
1641,7,Abejonal,119
1642,8,Carrizales,119
1643,9,Los Navarro,119
1644,10,Montes de Oro,119
1645,11,Rosario,119
1646,1,SAN ANDRÉS centro,120
1647,2,Angostura (parte),120
1648,3,Bajo Gamboa,120
1649,4,Higuerón,120
1650,5,Llano Grande,120
1651,6,Ojo de Agua (parte),120
1652,7,Rastrojales,120
1653,1,SAN RAFAEL ARRIBA ,121
1654,2,Bajo Mora,121
1655,3,Bajo Venegas (parte),121
1656,4,Concepción,121
1657,5,San Francisco,121
1658,6,San Luis,121
1659,7,San Rafael Abajo,121
1660,8,Santa Juana,121
1661,9,Santa Rosa (parte),121
1662,1,SAN ISIDRO centro,122
1663,2,Alto Carrizal,122
1664,3,Loma de la Altura,122
1665,4,Santa Rosa (parte),122
1666,5,Trinidad,122
1667,1,SANTA CRUZ centro,123
1668,2,Cedral (parte),123
1669,3,Lucha (parte),123
1670,4,San Martín,123
1671,5,Rincón Gamboa,123
1672,1,SAN ANTONIO centro,124
1673,2,Angostura (parte),124
1674,3,Cuesta,124
1675,1,ALAJUELA centro,125
1676,2,Acequia Grande (parte),125
1677,3,Agonía,125
1678,4,Arroyo,125
1679,5,Bajo Cornizal,125
1680,6,Brasil (parte),125
1681,7,Cafetal,125
1682,8,Canoas,125
1683,9,Carmen,125
1684,10,Cementerio,125
1685,11,Concepción,125
1686,12,Ciruelas,125
1687,13,Corazón de Jesús,125
1688,14,Cristo Rey,125
1689,15,Gregorio José Ramírez,125
1690,16,Guadalupe,125
1691,17,Higuerones,125
1692,18,Hospital,125
1693,19,Llano,125
1694,20,Llobet,125
1695,21,Molinos,125
1696,22,Montecillos (parte),125
1697,23,Montenegro,125
1698,24,Monserrat (parte),125
1699,25,Paso Flores,125
1700,26,Providencia,125
1701,27,Retiro,125
1702,28,San Luis,125
1703,29,Tomás Guardia,125
1704,30,Tropicana,125
1705,31,Villabonita (parte),125
1706,32,Villahermosa,125
1707,1,SAN JOSÉ centro,126
1708,2,Amistad,126
1709,3,Botánica,126
1710,4,Copablanca,126
1711,5,Flores,126
1712,6,Jardines,126
1713,7,Jocote,126
1714,8,Juan Santamaría,126
1715,9,Lagunilla,126
1716,10,Mandarina (parte),126
1717,11,Maravilla (parte),126
1718,12,Montesol (parte),126
1719,13,Pueblo Nuevo,126
1720,14,San Rafael,126
1721,15,Santa Rita,126
1722,16,Tigra,126
1723,17,Torre,126
1724,18,Trinidad,126
1725,19,Tuetal Sur,126
1726,20,Coyol,126
1727,1,CARRIZAL centro,127
1728,2,Alto Pavas,127
1729,3,Bambú,127
1730,4,Cinco Esquinas,127
1731,5,Concordia,127
1732,6,Domingas,127
1733,7,El Plan,127
1734,1,SAN ANTONIO DEL TEJAR,128
1735,2,Acequia Grande (parte),128
1736,3,Bajo Monge,128
1737,4,Cañada,128
1738,5,Montecillos (parte),128
1739,6,Monserrat (parte),128
1740,7,Puente Arena (parte),128
1741,8,Tejar,128
1742,9,Vegas,128
1743,10,Villabonita (parte),128
1744,11,Ciruelas,128
1745,12,Roble,128
1746,13,Sánchez,128
1747,1,GUÁCIMA centro,129
1748,2,Bajo Tejar,129
1749,3,Cacao,129
1750,4,Cañada,129
1751,5,Coco,129
1752,6,El Bajo,129
1753,7,Hacienda Los Reyes,129
1754,8,Nuestro Amo,129
1755,9,Rincón Chiquito,129
1756,10,Rincón de Herrera,129
1757,11,Rincón de Monge,129
1758,12,Ventanas,129
1759,13,Vueltas,129
1760,1,SAN ISIDRO centro,130
1761,2,Aguilar,130
1762,3,Ceiba,130
1763,4,San Martín,130
1764,5,Alto Pilas,130
1765,6,Buríos,130
1766,7,Carbonal,130
1767,8,Cerrillal,130
1768,9,Dulce Nombre,130
1769,10,Espino (parte),130
1770,11,Itiquís,130
1771,12,Laguna,130
1772,13,Loría,130
1773,14,Maravilla (parte),130
1774,15,Montaña,130
1775,16,Pilas,130
1776,17,Potrerillos,130
1777,18,San Jerónimo,130
1778,19,San Rafael,130
1779,20,Tacacorí,130
1780,21,Tuetal Norte (parte),130
1781,22,Villas de la Ceiba,130
1782,1,SABANILLA centro,131
1783,2,Alto del Desengaño,131
1784,3,Ángeles,131
1785,4,Bajo Santa Bárbara,131
1786,5,Cerro,131
1787,6,Doka,131
1788,7,Espino (parte),131
1789,8,Fraijanes,131
1790,9,Lajas,131
1791,10,Poasito,131
1792,11,San Luis,131
1793,12,San Rafael,131
1794,13,Vargas (parte),131
1795,1,SAN RAFAEL centro,132
1796,2,La Paz,132
1797,3,Perla,132
1798,4,Cañada,132
1799,5,Ojo de Agua,132
1800,6,Paires,132
1801,7,Potrerillos,132
1802,8,Rincón Venegas,132
1803,1,RÍO SEGUNDO centro,133
1804,2,Ángeles,133
1805,3,Bajo Cañas (parte),133
1806,4,Bajo La Sorda,133
1807,5,Cacique,133
1808,6,California,133
1809,7,Cañas (parte),133
1810,8,Guayabo,133
1811,9,Monserrat (parte),133
1812,10,Puente Arena (parte),133
1813,11,Villalobos,133
1814,12,Víquez,133
1815,1,DESAMPARADOS centro,134
1816,2,Bajo Cañas (parte),134
1817,3,Bellavista,134
1818,4,Brasil (parte),134
1819,5,Calicanto,134
1820,6,Cañas (parte),134
1821,7,Erizo,134
1822,8,Mojón,134
1823,9,Pasito,134
1824,10,Rincón,134
1825,11,Rosales (parte),134
1826,12,Targuases,134
1827,13,Tres Piedras,134
1828,1,TURRÚCARES centro,135
1829,2,Bajo Pita,135
1830,3,Granja,135
1831,4,Morera,135
1832,5,San Martín,135
1833,6,Santa Rita,135
1834,7,Turrucareña,135
1835,8,Villacares,135
1836,9,Bajo San Miguel,135
1837,10,Candelaria,135
1838,11,Carrera Buena,135
1839,12,Cebadilla,135
1840,13,Cerrillos (San Miguel),135
1841,14,Conejo,135
1842,15,Juntas,135
1843,16,Siquiares,135
1844,17,Tamarindo,135
1845,1,TAMBOR centro,136
1846,2,Cacao,136
1847,3,Calle Liles,136
1848,4,González,136
1849,5,Quebradas,136
1850,6,Rincón Cacao,136
1851,7,Tuetal Norte (parte),136
1852,8,Vargas (parte),136
1853,1,GARITA centro,137
1854,2,Animas (Dulce Nombre),137
1855,3,Cuesta Colorada,137
1856,4,Copeyal,137
1857,5,Horcones,137
1858,6,Lagos del Coyol,137
1859,7,Llanos,137
1860,8,Mandarina (parte),137
1861,9,Manolos,137
1862,10,Mina,137
1863,11,Montesol (parte),137
1864,12,Monticel,137
1865,13,Saltillo,137
1866,1,SAN MIGUEL ,138
1867,2,Bajo Latas,138
1868,3,Cariblanco,138
1869,4,Corazón de Jesús,138
1870,5,Isla Bonita,138
1871,6,Nueva Cinchona,138
1872,7,San Antonio,138
1873,8,Paraíso,138
1874,9,Punta Mala,138
1875,10,Ujarrás,138
1876,11,Virgen del Socorro (parte),138
1877,1,SAN RAMÓN centro,139
1878,2,Bajo Ladrillera,139
1879,3,Cachera,139
1880,4,Lisímaco Chavarría,139
1881,5,Sabana (parte),139
1882,6,San José,139
1883,7,Tremedal (parte),139
1884,1,SANTIAGO centro,140
1885,2,Arias,140
1886,3,Montserrat,140
1887,4,Alto Santiago,140
1888,5,Alto Salas,140
1889,6,Angostura,140
1890,7,Balboa,140
1891,8,Cambronero,140
1892,9,Constancia,140
1893,10,Cuesta del Toro,140
1894,11,Empalme,140
1895,12,La Ese,140
1896,13,León,140
1897,14,Magallanes,140
1898,15,Moncada,140
1899,16,Río Jesús,140
1900,1,SAN JUAN centro,141
1901,2,Americana,141
1902,3,Bajo Tajos,141
1903,4,Belén,141
1904,5,Cipreses,141
1905,6,Lirios,141
1906,7,Llamarón,141
1907,8,Pueblo Nuevo,141
1908,9,Tanque,141
1909,10,Tejar,141
1910,11,Vicente Badilla,141
1911,12,Juntas (parte),141
1912,1,PIEDADES NORTE centro,142
1913,2,Copán,142
1914,3,Araya,142
1915,4,Bajo Matamoros (parte),142
1916,5,Bolívar,142
1917,6,Campos,142
1918,7,Esperanza,142
1919,8,La Paz,142
1920,9,Lomas,142
1921,10,Piedades Noroeste,142
1922,1,PIEDADES SUR centro,143
1923,2,Bajo Barranca,143
1924,3,Barranca,143
1925,4,Bureal,143
1926,5,Carmen,143
1927,6,Chassoul,143
1928,7,Guaria,143
1929,8,Nagatac,143
1930,9,Palma,143
1931,10,Potrerillos,143
1932,11,Quebradillas,143
1933,12,Salvador,143
1934,13,San Bosco,143
1935,14,San Francisco,143
1936,15,San Miguel,143
1937,16,Sardinal,143
1938,17,Socorro,143
1939,1,SAN RAFAEL centro,144
1940,2,Tres Marías,144
1941,3,Unión,144
1942,4,Alto Llano,144
1943,5,Berlín,144
1944,6,Calera,144
1945,7,Chavarría,144
1946,8,Llano Brenes,144
1947,9,Orlich,144
1948,10,Orozco,144
1949,11,Pata de Gallo,144
1950,12,Rincón de Mora,144
1951,13,Rincón Orozco,144
1952,14,San Joaquín,144
1953,15,Zamora,144
1954,1,SAN ISIDRO centro,145
1955,2,Progreso,145
1956,3,Bajo Ramírez,145
1957,4,Fernández,145
1958,5,Guaria,145
1959,6,Varela,145
1960,1,ÁNGELES SUR ,146
1961,2,Los Jardines,146
1962,3,Ranchera,146
1963,4,Ángeles Norte,146
1964,5,Balsa,146
1965,6,Juntas (parte),146
1966,7,Silencio,146
1967,8,Valle Azul,146
1968,9,Zúñiga,146
1969,1,SAN PEDRO,147
1970,2,Badilla Alpizar,147
1971,3,Sabana (parte),147
1972,4,Tremedal (parte),147
1973,5,Bajo Matamoros (parte),147
1974,6,Catarata,147
1975,7,Valverde,147
1976,1,VOLIO centro,148
1977,2,Alto Villegas,148
1978,3,Bajo Tejares,148
1979,4,Dulce Nombre,148
1980,5,Sifón,148
1981,1,CONCEPCIÓN centro,149
1982,2,Cañuela,149
1983,3,Concepción Arriba,149
1984,4,Chaparral,149
1985,5,Pérez,149
1986,1,SAN ANTONIO,150
1987,2,Bajo Castillo,150
1988,3,Bajos,150
1989,4,Barranquilla,150
1990,5,Carrera Buena,150
1991,6,Jabonal,150
1992,7,Jabonalito,150
1993,8,Rincón Chaves,150
1994,9,Victoria,150
1995,10,Zapotal (parte),150
1996,1,SAN ISIDRO,151
1997,2,Abanico,151
1998,3,Altura,151
1999,4,Bosque,151
2000,5,Burrito,151
2001,6,Cairo,151
2002,7,Castillo (parte),151
2003,8,Castillo Nuevo,151
2004,9,Colonia Trinidad,151
2005,10,Chachagua,151
2006,11,La Cruz,151
2007,12,Pocosol,151
2008,13,San Carlos,151
2009,14,San Rafael,151
2010,15,Sector Ángeles,151
2011,1,VALLE AZUL,152
2012,2,Bajo Córdoba,152
2013,3,Bajo Rodríguez,152
2014,4,Cataratas,152
2015,5,Colonia Palmareña,152
2016,6,Coopezamora,152
2017,7,Criques,152
2018,8,Kooper,152
2019,9,Los Lagos,152
2020,10,Las Rocas,152
2021,11,San Jorge,152
2022,1,GRECIA centro,153
2023,2,Carmona,153
2024,3,Chavarría,153
2025,4,Colón,153
2026,5,Jiménez,153
2027,6,Pinos,153
2028,7,Rincón de Arias,153
2029,8,San Antonio,153
2030,9,San Vicente,153
2031,10,Celina,153
2032,1,SAN ISIDRO centro,154
2033,2,Barrio (Grecia)(Primavera),154
2034,3,Alfaro,154
2035,4,Bajo Achiote,154
2036,5,Camejo,154
2037,6,Coopevictoria,154
2038,7,Corinto,154
2039,8,Higuerones,154
2040,9,Mesón,154
2041,10,Mojón,154
2042,11,Quizarrazal,154
2043,1,SAN JOSÉ centro,155
2044,2,Arena,155
2045,3,Cedro,155
2046,4,Delicias (parte),155
2047,5,Guayabal (parte),155
